3 Biotech,3 Biotech,,2190-5738,Jul 2011,
Iranian Journal of Psychiatry and Behavioral Sciences,Iran J Psychiatry Behav Sci,1735-8639,1735-9287,Sep 2011,
Iranian Journal of Public Health,Iran J Public Health,2251-6085,2251-6093,Jan 2010,
Iranian Journal of Radiology,Iran J Radiol,1735-1065,2008-2711,Mar 2011,
Iranian Journal of Reproductive Medicine,Iran J Reprod Med,1680-6433,2008-2177,Jan 2013,
Iranian Red Crescent Medical Journal,Iran Red Crescent Med J,2074-1804,2074-1812,Jan 2011,
Islets,Islets,1938-2014,1938-2022,Jul 2010,
The ISME Journal,ISME J,1751-7362,1751-7370,Jan 2011,
Israel Journal of Health Policy Research,Isr J Health Policy Res,,2045-4015,2012,
ISRN AIDS,ISRN AIDS,,2090-939X,2012,
ISRN Allergy,ISRN Allergy,2090-5521,2090-553X,2011,
ISRN Cardiology,ISRN Cardiol,2090-5580,2090-5599,2011,
ISRN Dentistry,ISRN Dent,2090-4371,2090-438X,2011,
ISRN Dermatology,ISRN Dermatol,2090-4592,2090-4606,2011,
ISRN Endocrinology,ISRN Endocrinol,2090-4630,2090-4649,2011,
ISRN Family Medicine,ISRN Family Med,,2314-4769,2013,
ISRN Gastroenterology,ISRN Gastroenterol,2090-4398,2090-4401,2011,
ISRN Hematology,ISRN Hematol,2090-441X,2090-4428,2011,
ISRN inflammation,ISRN Inflamm,,2090-8695,2012,
ISRN Microbiology,ISRN Microbiol,2090-7478,2090-7486,2011,
ISRN Nephrology,ISRN Nephrol,,2314-405X,2013,
ISRN Neurology,ISRN Neurol,2090-5505,2090-5513,2011,
ISRN Neuroscience,ISRN Neurosci,,2314-4661,2013,
ISRN Nursing,ISRN Nurs,2090-5483,2090-5491,2011,
ISRN Nutrition,ISRN Nutr,,2314-4068,2013,
ISRN Obesity,ISRN Obes,,2090-9446,2012,
ISRN Obstetrics and Gynecology,ISRN Obstet Gynecol,2090-4436,2090-4444,2011,
ISRN Oncology,ISRN Oncol,2090-5661,2090-567X,2011,
ISRN Ophthalmology,ISRN Ophthalmol,2090-5688,2090-5696,2011,
ISRN Organic Chemistry,ISRN Org Chem,2090-5149,2090-5157,2011,
ISRN Orthopedics,ISRN Orthop,2090-6161,2090-617X,2011,
ISRN Otolaryngology,ISRN Otolaryngol,2090-5742,2090-5750,2011,
ISRN Pediatrics,ISRN Pediatr,2090-469X,2090-4703,2011,
ISRN Pharmaceutics,ISRN Pharm,2090-6145,2090-6153,2011,
ISRN Pharmacology,ISRN Pharmacol,2090-5165,2090-5173,2011,
ISRN Preventive Medicine,ISRN Prev Med,,2090-8784,2013,
ISRN Psychiatry,ISRN Psychiatry,,2090-7966,2012,
ISRN Radiology,ISRN Radiol,,2314-4084,2013,
ISRN Rheumatology,ISRN Rheumatol,2090-5467,2090-5475,2011,
ISRN Surgery,ISRN Surg,2090-5785,2090-5793,2011,
ISRN Toxicology,ISRN Toxicol,2090-6188,2090-6196,2011,
ISRN Urology,ISRN Urol,2090-5807,2090-5815,2011,
ISRN Veterinary Science,ISRN Vet Sci,2090-4452,2090-4460,2011,
Italian Journal of Pediatrics,Ital J Pediatr,,1824-7288,2008,
IUCrJ,IUCrJ,,2052-2525,Jan 2014,
The Journal of the Acoustical Society of America,J Acoust Soc Am,0001-4966,1520-8524,Apr 2008,
Journal of Addiction,J Addict,2090-7834,2090-7850,2013,
Journal of Adolescent and Young Adult Oncology,J Adolesc Young Adult Oncol,2156-5333,2156-535X,Jun 2008,
Journal of Advanced Pharmaceutical Technology & Research,J Adv Pharm Technol Res,2231-4040,0976-2094,Jan 2010,
Journal of the Advanced Practitioner in Oncology,J Adv Pract Oncol,2150-0878,2150-0886,Jan 2012,
The Journal of Advanced Prosthodontics,J Adv Prosthodont,2005-7806,2005-7814,Mar 2009,
Journal of Aerosol Medicine and Pulmonary Drug Delivery,J Aerosol Med Pulm Drug Deliv,1941-2711,1941-2703,Jun 2008,
Journal of Aging Research,J Aging Res,2090-2204,2090-2212,2010,
Journal of Allergy,J Allergy (Cairo),1687-9783,1687-9791,2009,
Journal of Alternative and Complementary Medicine,J Altern Complement Med,1075-5535,1557-7708,Jun 2008,
Journal of the American Association for Laboratory Animal Science : JAALAS,J Am Assoc Lab Anim Sci,1559-6109,,Jan 2008,
The Journal of the American College of Clinical Wound Specialists,J Am Coll Clin Wound Spec,,2213-5103,Dec 2011,
Journal of American College Health : J of ACH,J Am Coll Health,0744-8481,1940-3208,Mar 2009,Dec 2010
Journal of the American Heart Association: Cardiovascular and Cerebrovascular Disease,J Am Heart Assoc,,2047-9980,Jan 2012,
Journal of the American Medical Informatics Association : JAMIA,J Am Med Inform Assoc,1067-5027,1527-974X,Jan 1994,
Journal of the American Society of Nephrology : JASN,J Am Soc Nephrol,1046-6673,1533-3450,Jan 2008,
Journal of Amino Acids,J Amino Acids,2090-0104,2090-0112,2010,
"Journal of Anaesthesiology, Clinical Pharmacology",J Anaesthesiol Clin Pharmacol,0970-9185,2231-2730,Oct 2010,
Journal of Analytical Methods in Chemistry,J Anal Methods Chem,2090-8865,2090-8873,2012,
Journal of Analytical Toxicology,J Anal Toxicol,0146-4760,1945-2403,Jan 2012,
Journal of Animal Science and Biotechnology,J Anim Sci Biotechnol,1674-9782,2049-1891,2012,
Journal of Antimicrobial Chemotherapy,J Antimicrob Chemother,0305-7453,1460-2091,Aug 2008,
Journal of Applied Behavior Analysis,J Appl Behav Anal,0021-8855,1938-3703,Mar 1968,Dec 2012
Journal of Applied Crystallography,J Appl Crystallogr,0021-8898,1600-5767,Apr 2008,
Journal of Applied Mechanics,J Appl Mech,0021-8936,1528-9036,Apr 2008,
Journal of Applied Oral Science,J Appl Oral Sci,1678-7757,1678-7765,Nov 2010,
Journal of Applied Physics,J Appl Phys,0021-8979,1089-7550,Apr 2008,
Journal of Applied Physiology,J Appl Physiol (1985),8750-7587,1522-1601,Jul 2008,
Journal of Arthropod-Borne Diseases,J Arthropod Borne Dis,2322-1984,2322-2271,Jan 2012,
Journal of Assisted Reproduction and Genetics,J Assist Reprod Genet,1058-0468,1573-7330,Jan 1997,
JARO: Journal of the Association for Research in Otolaryngology,J Assoc Res Otolaryngol,1525-3961,1438-7573,Mar 2000,
Journal of Asthma and Allergy,J Asthma Allergy,,1178-6965,2008,
Journal of Athletic Training,J Athl Train,1062-6050,1938-162X,1992,
Journal of Autoimmune Diseases,J Autoimmune Dis,,1740-2557,2004,Dec 2009
Journal of Ayurveda and Integrative Medicine,J Ayurveda Integr Med,0975-9476,0976-2809,Jan 2010,
Journal of Bacteriology,J Bacteriol,0021-9193,1098-5530,Jan 1916,
Journal of Basic and Clinical Pharmacy,J Basic Clin Pharm,0976-0105,0976-0113,Dec 2009,
Journal of Behavioral Addictions,J Behav Addict,2062-5871,2063-5303,Sep 2013,
Journal of Biochemistry,J Biochem,0021-924X,1756-2651,May 2010,
Journal of Biology,J Biol,1478-5854,1475-4924,2002,Dec 2010
The Journal of Biological Chemistry,J Biol Chem,0021-9258,1083-351X,May 2008,
Journal of Biological Engineering,J Biol Eng,,1754-1611,2007,
Journal of Biological Physics,J Biol Phys,0092-0606,1573-0689,Mar 1997,
Journal of Biomechanical Engineering,J Biomech Eng,0148-0731,1528-8951,Jun 2011,
Journal of Biomedical Discovery and Collaboration,J Biomed Discov Collab,,1747-5333,2006,
Journal of Biomedical Optics,J Biomed Opt,1083-3668,1560-2281,Sep 2009,
Journal of Biomedical Research,J Biomed Res,1674-8301,,Jan 2010,
Journal of Biomedical Science,J Biomed Sci,1021-7770,1423-0127,2009,
Journal of Biomedical Semantics,J Biomed Semantics,,2041-1480,2010,
Journal of Biomolecular Techniques : JBT,J Biomol Tech,1524-0215,1943-4731,Mar 1999,
Journal of Biophysics,J Biophys,1687-8000,1687-8019,2008,
Journal of Blood Medicine,J Blood Med,,1179-2736,2010,
Journal of Blood Transfusion,J Blood Transfus,2090-9187,2090-9195,2012,
The Journal of Bone and Joint Surgery. American volume,J Bone Joint Surg Am,0021-9355,1535-1386,Apr 2008,
Journal of Bone Metabolism,J Bone Metab,2287-6375,2287-7029,Nov 2012,
Journal of Bone and Mineral Research,J Bone Miner Res,0884-0431,1523-4681,Jan 2008,Jun 2011
Journal of Brachial Plexus and Peripheral Nerve Injury,J Brachial Plex Peripher Nerve Inj,,1749-7221,2006,
Jornal Brasileiro de Pneumologia,J Bras Pneumol,1806-3713,1806-3756,Jan 2013,
Journal of Breast Cancer,J Breast Cancer,1738-6756,2092-9900,Mar 2011,
"Journal of Cachexia, Sarcopenia and Muscle",J Cachexia Sarcopenia Muscle,2190-5991,2190-6009,Sep 2010,
Journal of Caffeine Research,J Caffeine Res,2156-5783,2156-5368,Jun 2008,
Journal of the Canadian Academy of Child and Adolescent Psychiatry,J Can Acad Child Adolesc Psychiatry,1719-8429,,Feb 2006,
The Journal of the Canadian Chiropractic Association,J Can Chiropr Assoc,0008-3194,,Mar 1978,
Journal of Cancer,J Cancer,,1837-9664,2010,
Journal of Cancer Epidemiology,J Cancer Epidemiol,1687-8558,1687-8566,2008,
Journal of Carcinogenesis,J Carcinog,,1477-3163,2002,
Journal of Cardiothoracic Surgery,J Cardiothorac Surg,,1749-8090,2006,
Journal of Cardiovascular Disease Research,J Cardiovasc Dis Res,0975-3583,0976-2833,Jan 2010,Nov 2012
Journal of Cardiovascular Disease Research,J Cardiovasc Dis Res,0975-3583,0976-2833,Jan 2010,Dec 2013
Journal of Cardiovascular Magnetic Resonance,J Cardiovasc Magn Reson,1097-6647,1532-429X,2008,
Journal of Cardiovascular and Thoracic Research,J Cardiovasc Thorac Res,2008-5117,2008-6830,2011,
Journal of Cardiovascular Ultrasound,J Cardiovasc Ultrasound,1975-4612,2005-9655,Sep 2009,
The Journal of Cell Biology,J Cell Biol,0021-9525,1540-8140,Jan 1962,
Journal of Cell Communication and Signaling,J Cell Commun Signal,1873-9601,1873-961X,Jun 2007,
Journal of Cell Science,J Cell Sci,0021-9533,1477-9137,Jan 2009,
Journal of Central Nervous System Disease,J Cent Nerv Syst Dis,,1179-5735,2010,
Journal of Cerebral Blood Flow & Metabolism,J Cereb Blood Flow Metab,0271-678X,1559-7016,Jan 2010,
Journal of Cerebrovascular and Endovascular Neurosurgery,J Cerebrovasc Endovasc Neurosurg,2234-8565,2287-3139,Mar 2012,
Journal of Chemical Biology,J Chem Biol,1864-6158,1864-6166,Nov 2008,
The Journal of Chemical Physics,J Chem Phys,0021-9606,1089-7690,Apr 2008,
Journal of Cheminformatics,J Cheminform,,1758-2946,2009,
Journal of Child and Adolescent Psychopharmacology,J Child Adolesc Psychopharmacol,1044-5463,1557-8992,Jun 2008,
Journal of Children's Orthopaedics,J Child Orthop,1863-2521,1863-2548,Mar 2007,
The Journal of Chiropractic Education,J Chiropr Educ,1042-5055,,Sep 2006,
Journal of Chiropractic Humanities,J Chiropr Humanit,,1556-3499,Dec 2009,
Journal of Chiropractic Medicine,J Chiropr Med,1556-3707,1556-3715,Mar 2002,
Journal of Chromatographic Science,J Chromatogr Sci,0021-9665,1945-239X,Dec 2011,
Journal of Circadian Rhythms,J Circadian Rhythms,,1740-3391,2003,
The Journal of Clinical and Aesthetic Dermatology,J Clin Aesthet Dermatol,1941-2789,,May 2008,
Journal of Clinical Biochemistry and Nutrition,J Clin Biochem Nutr,0912-0009,1880-5086,Jan 2007,
Journal of Clinical Bioinformatics,J Clin Bioinforma,,2043-9113,2011,
Journal of Clinical and Diagnostic Research : JCDR,J Clin Diagn Res,2249-782X,0973-709X,Oct 2012,
The Journal of Clinical Endocrinology and Metabolism,J Clin Endocrinol Metab,0021-972X,1945-7197,Jan 2008,
Journal of Clinical and Experimental Dentistry,J Clin Exp Dent,,1989-5488,Feb 2012,
Journal of Clinical Imaging Science,J Clin Imaging Sci,2156-7514,2156-5597,2011,
The Journal of Clinical Investigation,J Clin Invest,0021-9738,1558-8238,Oct 1924,
Journal of Clinical Medicine Research,J Clin Med Res,1918-3003,1918-3011,Apr 2009,
Journal of Clinical Microbiology,J Clin Microbiol,0095-1137,1098-660X,Jan 1975,
Journal of Clinical Neonatology,J Clin Neonatol,2249-4847,1658-6093,Jan 2012,
"Journal of Clinical Neurology (Seoul, Korea)",J Clin Neurol,1738-6586,2005-5013,Apr 2005,
Journal of Clinical Oncology,J Clin Oncol,0732-183X,1527-7755,Aug 2008,
Journal of Clinical Orthopaedics and Trauma,J Clin Orthop Trauma,0976-5662,2213-3445,Jun 2012,
Journal of Clinical Research in Pediatric Endocrinology,J Clin Res Pediatr Endocrinol,1308-5727,1308-5735,Sep 2008,
Journal of Clinical Sleep Medicine : JCSM : Official Publication of the American Academy of Sleep Medicine,J Clin Sleep Med,1550-9389,1550-9397,Apr 2007,
Journal of Community Genetics,J Community Genet,1868-310X,1868-6001,Mar 2010,
Journal of Community Hospital Internal Medicine Perspectives,J Community Hosp Intern Med Perspect,,2000-9666,2011,
Journal of Computational Biology,J Comput Biol,1066-5277,1557-8666,Jun 2008,
Journal of Computing and Information Science in Engineering,J Comput Inf Sci Eng,1530-9827,1944-7078,Jun 2011,
Journal of Computational and Nonlinear Dynamics,J Comput Nonlinear Dyn,1555-1415,1555-1423,Jun 2011,
Journal of Conservative Dentistry : JCD,J Conserv Dent,0972-0707,0974-5203,Jan 2008,
Journal of Contemporary Brachytherapy,J Contemp Brachytherapy,1689-832X,2081-2841,Sep 2011,
Journal of Craniovertebral Junction & Spine,J Craniovertebr Junction Spine,0974-8237,0976-9285,Jan 2010,
Journal of Cutaneous and Aesthetic Surgery,J Cutan Aesthet Surg,0974-2077,0974-5157,Jan 2008,
Journal of Cytology / Indian Academy of Cytologists,J Cytol,0970-9371,0974-5165,Jan 2009,
The Journal of Deaf Studies and Deaf Education,J Deaf Stud Deaf Educ,1081-4159,1465-7325,Aug 2008,
Journal of Dentistry,J Dent (Shiraz),2345-6485,2345-6418,Mar 2013,
"Journal of Dentistry (Tehran, Iran)",J Dent (Tehran),1735-2150,2008-2185,Jan 2010,
Journal of Dental Biomechanics,J Dent Biomech,,1758-7360,2010,
Journal of Dental Research,J Dent Res,0022-0345,1544-0591,Jan 2009,
"Journal of Dental Research, Dental Clinics, Dental Prospects",J Dent Res Dent Clin Dent Prospects,2008-210X,2008-2118,Apr 2007,
Journal of Dermatological Case Reports,J Dermatol Case Rep,,1898-7249,Dec 2007,
Journal of Diabetes Investigation,J Diabetes Investig,2040-1116,2040-1124,Apr 2010,
Journal of Diabetes and Metabolic Disorders,J Diabetes Metab Disord,,2251-6581,2012,
Journal of Diabetes Research,J Diabetes Res,2314-6745,2314-6753,2013,
Journal of Diabetes Science and Technology,J Diabetes Sci Technol,,1932-2968,Jan 2007,
Journal of Digital Imaging,J Digit Imaging,0897-1889,1618-727X,Feb 1997,
Journal of Drug Delivery,J Drug Deliv,2090-3014,2090-3022,2011,
"Journal of Dynamic Systems, Measurement, and Control",J Dyn Syst Meas Control,0022-0434,,Apr 2008,
Journal of Eating Disorders,J Eat Disord,,2050-2974,2013,
Journal of Educational Evaluation for Health Professions,J Educ Eval Health Prof,,1975-5937,2006,
Journal of Education and Health Promotion,J Educ Health Promot,2277-9531,2319-6440,Jan 2012,
Journal of Electron Microscopy,J Electron Microsc (Tokyo),0022-0744,1477-9986,Dec 2009,
Journal of Electronic Packaging,J Electron Packag,1043-7398,1528-9044,Jun 2011,
"Journal of Emergencies, Trauma, and Shock",J Emerg Trauma Shock,0974-2700,0974-519X,Jan 2008,
Journal of Endourology,J Endourol,0892-7790,1557-900X,Jun 2008,
Journal of Endovascular Therapy,J Endovasc Ther,1526-6028,1545-1550,Feb 2008,
Journal of Energy Resources Technology,J Energy Resour Technol,0195-0738,,Jun 2011,
Journal of Engineering for Gas Turbines and Power,J Eng Gas Turbine Power,0742-4795,1528-8919,Apr 2008,
Journal of Engineering Materials and Technology,J Eng Mater Technol,0094-4289,1528-8889,Jun 2011,
Journal of Environmental Health Science and Engineering,J Environ Health Sci Eng,,2052-336X,2013,
Journal of Environmental and Public Health,J Environ Public Health,1687-9805,1687-9813,2009,
Journal of Epidemiology,J Epidemiol,0917-5040,1349-9092,2009,
Journal of Epilepsy Research,J Epilepsy Res,2233-6249,2233-6257,Mar 2011,
Journal of Equine Science,J Equine Sci,1340-3516,1347-7501,2008,
Journal of Ethnobiology and Ethnomedicine,J Ethnobiol Ethnomed,,1746-4269,2005,
Journal of Exercise Rehabilitation,J Exerc Rehabil,2288-176X,2288-1778,Apr 2013,
Journal of the Experimental Analysis of Behavior,J Exp Anal Behav,0022-5002,1938-3711,Jan 1958,Dec 2012
The Journal of Experimental Biology,J Exp Biol,0022-0949,1477-9145,Jan 2009,
Journal of Experimental Botany,J Exp Bot,0022-0957,1460-2431,Aug 2008,
Journal of Experimental & Clinical Assisted Reproduction,J Exp Clin Assist Reprod,,1743-1050,2004,Jul 2011
Journal of Experimental & Clinical Cancer Research : CR,J Exp Clin Cancer Res,0392-9078,1756-9966,2008,
The Journal of Experimental Medicine,J Exp Med,0022-1007,1540-9538,Jan 1896,
Journal of Experimental Neuroscience,J Exp Neurosci,,1179-0695,2013,
Journal of Extracellular Vesicles,J Extracell Vesicles,,2001-3078,2012,
The Journal of Family Practice,J Fam Pract,0094-3509,1533-7294,Nov 2007,
Journal of Family & Community Medicine,J Family Community Med,1319-1683,2229-340X,Jan 1994,
Journal of Family Medicine and Primary Care,J Family Med Prim Care,2249-4863,2278-7135,Jan 2012,
Journal of Family & Reproductive Health,J Family Reprod Health,1735-8949,1735-9392,Mar 2013,
Journal of Fluids Engineering,J Fluids Eng,0098-2202,1528-901X,Jun 2011,
Journal of Food Science and Technology,J Food Sci Technol,0022-1155,0975-8402,Jan 2010,
Journal of Foot and Ankle Research,J Foot Ankle Res,,1757-1146,2008,
Journal of Forensic Dental Sciences,J Forensic Dent Sci,0975-1475,0975-2137,Jan 2010,
Journal of Fuel Cell Science and Technology,J Fuel Cell Sci Technol,1550-624X,1551-6989,Jun 2011,
Journal of Functional Biomaterials,J Funct Biomater,,2079-4983,Jan 2012,
Journal of Gastric Cancer,J Gastric Cancer,2093-582X,2093-5641,Dec 2010,
Journal of Gastrointestinal Oncology,J Gastrointest Oncol,2078-6891,2219-679X,Sep 2010,
Journal of General Internal Medicine,J Gen Intern Med,0884-8734,1525-1497,Jan 1997,
The Journal of General Physiology,J Gen Physiol,0022-1295,1540-7748,Sep 1918,
The Journal of General Virology,J Gen Virol,0022-1317,1465-2099,Apr 2009,
Journal of Genomics,J Genomics,,1839-9940,2013,
Journal of Geriatric Cardiology : JGC,J Geriatr Cardiol,1671-5411,,Mar 2011,
The Journals of Gerontology Series A: Biological Sciences and Medical Sciences,J Gerontol A Biol Sci Med Sci,1079-5006,1758-535X,Jan 2009,
The Journals of Gerontology Series B: Psychological Sciences and Social Sciences,J Gerontol B Psychol Sci Soc Sci,1079-5014,1758-5368,Jan 2009,
Journal of Ginseng Research,J Ginseng Res,1226-8453,2093-4947,Jun 2011,
Journal of Global Health,J Glob Health,2047-2978,2047-2986,Jun 2011,
Journal of Global Infectious Diseases,J Glob Infect Dis,0974-777X,0974-8245,Jan 2009,
Journal of Graduate Medical Education,J Grad Med Educ,1949-8349,1949-8357,Sep 2009,
Journal of Gynecological Endoscopy and Surgery,J Gynecol Endosc Surg,0974-1216,0974-7818,Jan 2009,
Journal of Gynecologic Oncology,J Gynecol Oncol,2005-0380,2005-0399,Jun 2008,
Journal of Gynecologic Surgery,J Gynecol Surg,1042-4067,1557-7724,Jun 2008,
Journal of Hand and Microsurgery,J Hand Microsurg,0974-3227,0974-6897,Jun 2009,
The Journal of Headache and Pain,J Headache Pain,1129-2369,1129-2377,Jul 2000,
"Journal of Health, Population, and Nutrition",J Health Popul Nutr,1606-0997,2072-1315,Sep 2006,
Journal of Heat Transfer,J Heat Transfer,0022-1481,1528-8943,Jun 2011,
Journal of Hematology & Oncology,J Hematol Oncol,,1756-8722,2008,
Journal of Hematopathology,J Hematop,,1865-5785,Jul 2008,May 2010
Journal of Heredity,J Hered,0022-1503,1465-7333,Aug 2008,
Journal of the History of Medicine and Allied Sciences,J Hist Med Allied Sci,0022-5045,1468-4373,Aug 2008,
Journal of Histochemistry and Cytochemistry,J Histochem Cytochem,0022-1554,1551-5044,Jan 2008,
Journal of Human Kinetics,J Hum Kinet,1640-5544,1899-7562,Jun 2011,
Journal of Human Reproductive Sciences,J Hum Reprod Sci,0974-1208,1998-4766,Jan 2008,
The Journal of IMA,J IMA,0899-8299,2160-9829,Nov 2010,
Journal of Immune Based Therapies and Vaccines,J Immune Based Ther Vaccines,,1476-8518,2003,Dec 2011
Journal of Immunology Research,J Immunol Res,2314-8861,2314-7156,2014,
Journal for Immunotherapy of Cancer,J Immunother Cancer,,2051-1426,2013,
Journal of Indian Association of Pediatric Surgeons,J Indian Assoc Pediatr Surg,0971-9261,1998-3891,Jan 2008,
The Journal of the Indian Prosthodontic Society,J Indian Prosthodont Soc,0972-4052,1998-4057,Mar 2010,
Journal of Indian Society of Periodontology,J Indian Soc Periodontol,0972-124X,0975-1580,Jan 2008,
The Journal of Infectious Diseases,J Infect Dis,0022-1899,1537-6613,Dec 2010,
"Journal of Inflammation (London, England)",J Inflamm (Lond),,1476-9255,2004,
Journal of Inflammation Research,J Inflamm Res,,1178-7031,2008,
Journal of Injury and Violence Research,J Inj Violence Res,2008-2053,2008-4072,Jul 2009,
Journal of Innate Immunity,J Innate Immun,1662-811X,1662-8128,Aug 2009,May 2012
Journal of Insect Science,J Insect Sci,,1536-2442,2001,
Journal of the International AIDS Society,J Int AIDS Soc,,1758-2652,2004,
Journal of International Oral Health : JIOH,J Int Oral Health,0976-7428,0976-1799,Feb 2013,
Journal of International Society of Preventive & Community Dentistry,J Int Soc Prev Community Dent,2231-0762,2250-1002,Jan 2011,
Journal of the International Society of Sports Nutrition,J Int Soc Sports Nutr,,1550-2783,2004,
Journal of Interferon & Cytokine Research,J Interferon Cytokine Res,1079-9907,1557-7465,Jun 2008,
Journal of Interventional Gastroenterology,J Interv Gastroenterol,2154-1280,2154-1299,Jan 2011,
Journal of the Korean Association of Oral and Maxillofacial Surgeons,J Korean Assoc Oral Maxillofac Surg,2234-7550,2234-5930,Feb 2013,
Journal of Korean Medical Science,J Korean Med Sci,1011-8934,1598-6357,Sep 1986,
Journal of Korean Neurosurgical Society,J Korean Neurosurg Soc,2005-3711,1598-7876,Oct 2007,
Journal of Laboratory Physicians,J Lab Physicians,0974-2727,0974-7826,Jan 2009,
Journal of Laparoendoscopic & Advanced Surgical Techniques. Part A,J Laparoendosc Adv Surg Tech A,1092-6429,1557-9034,Jun 2008,
Journal of Leukocyte Biology,J Leukoc Biol,0741-5400,1938-3673,Aug 2008,
Journal of Lipid Research,J Lipid Res,0022-2275,,May 2008,
Journal of Lipids,J Lipids,2090-3030,2090-3049,2011,
The Journal of Manual & Manipulative Therapy,J Man Manip Ther,1066-9817,2042-6186,2007,
Journal of Mathematical Neuroscience,J Math Neurosci,,2190-8567,2011,
Journal of Mathematical Physics,J Math Phys,0022-2488,1089-7658,Apr 2008,
Journal of Maxillofacial & Oral Surgery,J Maxillofac Oral Surg,0972-8279,0974-942X,Mar 2009,
Journal of Mechanical Design,J Mech Des N Y,1050-0472,,Jan 2012,
Journal of Mechanisms and Robotics,J Mech Robot,1942-4302,1942-4310,Jun 2011,
Journal of Medical Case Reports,J Med Case Rep,,1752-1947,2007,
Journal of Medical Devices,J Med Device,1932-6181,1932-619X,Jan 2012,
Journal of Medical Ethics and History of Medicine,J Med Ethics Hist Med,,2008-0387,2008,
Journal of Medicinal Food,J Med Food,1096-620X,1557-7600,Jun 2008,
Journal of Medical Internet Research,J Med Internet Res,1439-4456,1438-8871,Jul 1999,
Journal of the Medical Library Association : JMLA,J Med Libr Assoc,1536-5050,1558-9439,Jan 2002,
Journal of Medicine and Life,J Med Life,1844-122X,1844-3117,Feb 2008,
Journal of Medical Microbiology,J Med Microbiol,0022-2615,1473-5644,Apr 2009,
The Journal of Medicine and Philosophy,J Med Philos,0360-5310,1744-5019,Aug 2008,
Journal of Medical Physics / Association of Medical Physicists of India,J Med Phys,0971-6203,1998-3913,Jan 2006,
Journal of Medical Signals and Sensors,J Med Signals Sens,,2228-7477,Jan 2011,
Journal of Medical Toxicology,J Med Toxicol,1556-9039,1937-6995,Dec 2005,
Journal of Microbiology & Biology Education,J Microbiol Biol Educ,1935-7877,1935-7885,2007,
Journal of Mid-Life Health,J Midlife Health,0976-7800,0976-7819,Jan 2010,
Journal of Minimal Access Surgery,J Minim Access Surg,0972-9941,1998-3921,Mar 2005,
Journal of Molecular Cell Biology,J Mol Cell Biol,1674-2788,1759-4685,Jun 2009,
The Journal of Molecular Diagnostics : JMD,J Mol Diagn,1525-1578,1943-7811,Nov 2011,
Journal of Molecular and Genetic Medicine : An International Journal of Biomedical Research,J Mol Genet Med,,1747-0862,Aug 2005,May 2013
Journal of Molecular Microbiology and Biotechnology,J Mol Microbiol Biotechnol,1464-1801,1660-2412,Feb 2009,May 2012
Journal of Molecular Signaling,J Mol Signal,,1750-2187,2006,
The Journal of molluscan studies,J Molluscan Stud,0260-1230,,Mar 2010,
Journal of Motor Behavior,J Mot Behav,0022-2895,1940-1027,Jan 2009,Dec 2010
Journal of Movement Disorders,J Mov Disord,2005-940X,2093-4939,May 2009,
Journal of Multidisciplinary Healthcare,J Multidiscip Healthc,,1178-2390,2008,
Journal of Nanobiotechnology,J Nanobiotechnology,,1477-3155,2003,
Journal of Nanotechnology in Engineering and Medicine,J Nanotechnol Eng Med,1949-2944,1949-2952,Jan 2012,
"Journal of Natural Science, Biology, and Medicine",J Nat Sci Biol Med,0976-9668,2229-7707,Jul 2010,
JNCI Journal of the National Cancer Institute,J Natl Cancer Inst,0027-8874,1460-2105,Aug 2008,
Journal of the National Cancer Institute. Monographs,J Natl Cancer Inst Monogr,1052-6773,1745-6614,Sep 2012,
Journal of Negative Results in Biomedicine,J Negat Results Biomed,,1477-5751,2002,
Journal of Nematology,J Nematol,0022-300X,,Jan 1969,
Journal of Nephropathology,J Nephropathol,2251-8363,2251-8819,Apr 2012,
Journal of Neurodevelopmental Disorders,J Neurodev Disord,1866-1947,1866-1955,Mar 2009,
Journal of NeuroEngineering and Rehabilitation,J Neuroeng Rehabil,,1743-0003,2004,
Journal of Neurogastroenterology and Motility,J Neurogastroenterol Motil,2093-0879,2093-0887,Jan 2010,
Journal of Neuroinflammation,J Neuroinflammation,,1742-2094,2004,
"Journal of Neurological Surgery. Part B, Skull Base",J Neurol Surg B Skull Base,2193-6331,2193-634X,Feb 2012,
Journal of Neurological Surgery Reports,J Neurol Surg Rep,2193-6358,2193-6366,Oct 2012,
Journal of Neurophysiology,J Neurophysiol,0022-3077,1522-1598,Jul 2008,
The Journal of Neuroscience,J Neurosci,0270-6474,1529-2401,Jun 2013,
Journal of Neurosciences in Rural Practice,J Neurosci Rural Pract,0976-3147,0976-3155,Jan 2010,
Journal of Neurotrauma,J Neurotrauma,0897-7151,1557-9042,Jun 2008,
Journal of Nucleic Acids,J Nucleic Acids,2090-0201,2090-021X,2010,
The Journal of Nutrition,J Nutr,0022-3166,1541-6100,Jan 2009,
Journal of Nutrition and Metabolism,J Nutr Metab,2090-0724,2090-0732,2010,
Journal of Nutritional Science,J Nutr Sci,,2048-6790,2012,
Journal of Nutrigenetics and Nutrigenomics,J Nutrigenet Nutrigenomics,1661-6499,1661-6758,Aug 2008,May 2012
Journal of Obesity,J Obes,2090-0708,2090-0716,2010,
Journal of Obstetrics and Gynaecology of India,J Obstet Gynaecol India,0971-9202,0975-6434,Feb 2010,
"Journal of Occupational Medicine and Toxicology (London, England)",J Occup Med Toxicol,,1745-6673,2006,
